id,observed_on,time_observed_at,quality_grade,image_url,sound_url,latitude,longitude,place_county_name,place_state_name,scientific_name,common_name,taxon_id,taxon_family_name
268778753,2025-04-04,2025-04-04 10:07:20 +0200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/483168938/medium.jpeg,,51.2752422795,5.8890831647,Roggel en Neer,Limburg,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
268792824,2025-04-05,2025-04-05 13:55:00 +0200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/483190339/medium.jpg,,52.0520683628,5.3610709989,Maarn,Utrecht,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
268942670,2025-04-06,2025-04-06 13:48:00 +0200,research,https://static.inaturalist.org/photos/483486128/medium.jpeg,,51.523910042,6.1869185754,Bergen,Limburg,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
269005804,2025-04-06,2025-04-06 09:40:00 +0200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/483600145/medium.jpeg,,52.7822303528,6.8960289249,Emmen,Drenthe,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
269178454,2025-04-07,2025-04-07 09:33:00 +0200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/483947273/medium.jpeg,,51.7904005781,5.9216819957,Groesbeek,Gelderland,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
269266805,2025-04-08,2025-04-08 12:45:47 +0200,research,https://static.inaturalist.org/photos/484540616/medium.jpeg,,52.1139030457,4.2932686806,'s-Gravenhage,Zuid-Holland,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
269432334,2025-04-04,2025-04-04 12:54:00 +0200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/484444752/medium.jpeg,,51.3770695388,5.5391130573,Heeze-Leende,Noord-Brabant,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
269608841,2025-01-18,2025-01-18 15:42:00 +0100,research,https://inaturalist-open-data.s3.amazonaws.com/photos/484777683/medium.jpg,,52.3469049,6.4184451,Hellendoorn,Overijssel,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
269666523,2025-04-05,2025-04-05 08:22:00 +0200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/484888310/medium.jpeg,,52.8835841234,6.2756708269,Westerveld,Drenthe,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
270129374,2025-04-12,2025-04-12 13:39:17 +0200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/485768791/medium.jpeg,,50.7435479784,6.0246930644,Vaals,Limburg,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
270139347,2025-04-13,2025-04-13 09:30:09 +0200,research,https://static.inaturalist.org/photos/485789717/medium.jpg,,52.669255,4.69718,Bergen,Noord-Holland,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
270161910,2025-04-13,2025-04-13 12:40:10 +0200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/485832434/medium.jpg,,51.82888,5.9089466667,Nijmegen,Gelderland,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
270220615,2025-04-13,2025-04-13 16:27:46 +0200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/485941173/medium.jpg,,52.2710764364,4.5489463077,Lisse,Zuid-Holland,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
270401302,2025-04-14,2025-04-14 12:53:28 +0200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/486293464/medium.jpeg,,52.2414929853,5.1620051112,Hilversum,Noord-Holland,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
270797042,2025-04-11,2025-04-11 11:56:00 +0200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/487047124/medium.jpeg,,51.7920982366,5.9167206599,Groesbeek,Gelderland,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
270800184,2025-04-12,2025-04-12 18:39:00 +0200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/487053498/medium.jpeg,,51.7876162569,5.9209869573,Groesbeek,Gelderland,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
270809394,2025-04-05,2025-04-05 19:05:00 +0200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/487071527/medium.jpeg,,51.6914506751,5.3601604209,Haaren,Noord-Brabant,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
270984656,2025-03-08,2025-03-08 10:23:45 +0100,research,https://static.inaturalist.org/photos/487401750/medium.jpeg,,51.4142171842,5.4402283207,Eindhoven,Noord-Brabant,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
271196421,2025-04-18,2025-04-18 14:13:00 +0200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/487803939/medium.jpeg,,52.0968333706,4.9952772748,Utrecht,Utrecht,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
271392926,2025-04-16,2025-04-16 08:30:00 +0200,research,https://static.inaturalist.org/photos/488174975/medium.jpeg,,52.1283707762,5.898617686,Apeldoorn,Gelderland,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
271392933,2025-04-17,2025-04-17 08:15:00 +0200,research,https://static.inaturalist.org/photos/488176269/medium.jpeg,,52.1283689057,5.8986319736,Apeldoorn,Gelderland,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
271418749,2025-04-19,2025-04-19 14:10:18 +0200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/488223249/medium.jpeg,,52.0516630902,4.2226874828,'s-Gravenhage,Zuid-Holland,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
271643716,2025-04-19,2025-04-19 15:09:15 +0200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/488650686/medium.jpg,,50.7566133333,6.019475,Vaals,Limburg,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
271749785,2025-04-20,2025-04-20 12:08:00 +0200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/488838093/medium.jpeg,,52.9021410589,5.0513922178,Wieringermeer,Noord-Holland,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
271786277,2025-04-19,2025-04-19 14:52:00 +0200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/488910432/medium.jpeg,,51.6138385554,5.0349164591,Loon op Zand,Noord-Brabant,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
271791665,2025-04-20,2025-04-20 12:09:41 +0200,research,https://static.inaturalist.org/photos/488923019/medium.jpeg,,52.407514067,4.5803563669,Bloemendaal,Noord-Holland,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
272170099,2025-04-19,2025-04-19 17:10:00 +0200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/489638628/medium.jpeg,,51.83236,5.879864,Nijmegen,Gelderland,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
272454541,2016-07-12,2016-07-12 13:12:00 +0200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/490172657/medium.jpg,,52.0921738588,5.1355171267,Utrecht,Utrecht,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
272938671,2025-04-24,2025-04-24 15:09:00 +0200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/491023695/medium.jpeg,,51.5409122893,5.0732170819,Tilburg,Noord-Brabant,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
272992635,2025-04-25,2025-04-25 12:18:09 +0200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/491101279/medium.jpg,,51.3727365769,4.0162584863,Hulst,Zeeland,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
274278321,2025-04-15,2025-04-15 02:34:00 +0200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/493119180/medium.jpeg,,52.358846781,4.912220696,Amsterdam,Noord-Holland,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
274883460,2025-04-27,2025-04-27 20:01:28 +0200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/494064214/medium.jpeg,,51.5004133997,3.5993439997,Middelburg,Zeeland,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
276589078,2025-04-29,2025-04-29 13:02:00 +0200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/496677567/medium.jpeg,,52.0685694444,5.1696638889,Bunnik,Utrecht,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
276589081,2025-04-29,2025-04-29 13:02:00 +0200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/496678952/medium.jpeg,,52.0685694444,5.1696638889,Bunnik,Utrecht,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
276589083,2025-04-29,2025-04-29 13:15:00 +0200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/496679070/medium.jpeg,,52.0707777778,5.1681333333,Bunnik,Utrecht,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
277279823,2025-05-01,2025-05-01 08:32:57 +0200,research,https://static.inaturalist.org/photos/500491673/medium.jpg,,52.2958539,6.4550492,Rijssen,Overijssel,Cyanistes caeruleus caeruleus,Common Blue Tit,722264,Paridae
277420684,2025-05-01,2025-05-01 14:02:58 +0200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/498134520/medium.jpeg,,52.3456899722,4.581609,Bloemendaal,Noord-Holland,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
277685654,2025-04-05,2025-04-05 08:48:00 +0200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/498597056/medium.jpeg,,52.252472624,5.1378541784,Wijdemeren,Noord-Holland,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
277700411,2025-05-02,2025-05-02 14:41:06 +0200,research,https://static.inaturalist.org/photos/498628367/medium.jpeg,,52.0129708089,4.7442732006,Gouda,Zuid-Holland,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
277734560,2025-05-02,2025-05-02 14:53:00 +0200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/498688481/medium.jpeg,,51.5596238106,5.2036572409,Oisterwijk,Noord-Brabant,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
278411796,2025-04-27,2025-04-27 19:31:00 +0200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/499900619/medium.jpeg,,51.254358502,5.7233476097,Weert,Limburg,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
278418424,2022-03-05,2022-03-05 17:09:00 +0100,research,https://inaturalist-open-data.s3.amazonaws.com/photos/499919593/medium.jpeg,,52.2851527778,6.1809583333,Deventer,Overijssel,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
278790601,2025-05-05,2025-05-05 15:07:00 +0200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/500595514/medium.jpeg,,52.0267966667,4.3322027778,Rijswijk,Zuid-Holland,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
279936334,2024-01-09,2024-01-09 11:17:00 +0100,research,https://inaturalist-open-data.s3.amazonaws.com/photos/502731247/medium.jpeg,,51.5167548499,5.4593897333,Son en Breugel,Noord-Brabant,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
280580691,2025-03-02,2025-03-02 09:00:00 +0100,research,https://inaturalist-open-data.s3.amazonaws.com/photos/503935569/medium.jpg,,52.6849993307,4.7740723738,Langedijk,Noord-Holland,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
280613226,2025-03-02,2025-03-02 10:15:00 +0100,research,https://inaturalist-open-data.s3.amazonaws.com/photos/504006310/medium.jpg,,52.6919706931,4.7636933072,Langedijk,Noord-Holland,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
281462895,2025-05-16,2025-05-16 12:20:52 +0200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/505615932/medium.jpg,,51.5753254997,5.0947855,Tilburg,Noord-Brabant,Cyanistes caeruleus caeruleus,Common Blue Tit,722264,Paridae
281468723,2025-04-02,2025-04-02 08:55:00 +0200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/505619763/medium.jpg,,51.503224,4.821528,Alphen-Chaam,Noord-Brabant,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
281738831,2025-05-17,2025-05-17 14:30:02 +0200,research,https://static.inaturalist.org/photos/506135464/medium.jpg,,52.351575,4.8022616667,Amsterdam,Noord-Holland,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
281839014,2025-05-17,2025-05-17 15:03:07 +0200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/506314580/medium.jpg,,52.0235192,6.4534221,Zelhem,Gelderland,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
282340046,2025-05-18,2025-05-18 13:11:00 +0200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/507257117/medium.jpg,,52.736637168,4.9266226071,Niedorp,Noord-Holland,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
282671090,2025-05-20,2025-05-20 17:16:02 +0200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/507866713/medium.jpg,,52.3566988723,4.865759977,Amsterdam,Noord-Holland,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
283139695,2025-03-02,2025-03-02 10:26:00 +0100,research,https://inaturalist-open-data.s3.amazonaws.com/photos/508739347/medium.jpg,,52.692758833,4.7659872222,Langedijk,Noord-Holland,Cyanistes caeruleus,Eurasian Blue Tit,144849,Paridae
